Sr. No.,State,Work,Work ID,IDA,MP Name,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),expenditure_amount,threshold_proximity_pct,vendor_payout_velocity,vendor_cumulative_30d,cumulative_vendor_spend_vs_threshold_pct,mp_total_allocation,amount_to_mp_budget_pct,year_month,ida_monthly_txns,risk_output,risk_score
58843,58844,Punjab,Purchase of mobile water tankers,WS/MP18153/2025-2026/212871,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),SHER SINGH GHUBAYA,FIROZPUR,2026-02-26,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,240376,240376.0,0.0,11,2637221.0,0.01,147000000.0,0.16352108843537416,2026-02,5,"{'Work ID': 'WS/MP18153/2025-2026/212871', 'risk_score': 3.4, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240376.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 11, 'cumulative_vendor_spend_vs_threshold_pct': 0.01, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.248, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4728}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.01, 'contribution_to_risk': -0.398}, {'feature': 'ida_monthly_txns', 'value': 5, 'contribution_to_risk': -0.3173}]}",3.4
58975,58976,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP352/2024-2025/142703,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Shri Hibi Eden,ERNAKULAM,2026-02-28,KERALA STATE ELECTRONICS DEVELOPMENT CORPORATION LTD,Payment Success,176035,176035.0,0.0,1,176035.0,0.0,162177260.11,0.10854481070934402,2026-02,1,"{'Work ID': 'WS/MP352/2024-2025/142703', 'risk_score': 3.8, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 176035.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.11, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2462, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.4844}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4625}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3903}]}",3.8
58547,58548,Chhattisgarh,Construction of common work sheds/ common covered sitting area,WS/MP429/2025-2026/205674,Gaurela-Pendra-Marwahi(Collector GPM_IDA),Jyotsna Charandas Mahant,KORBA,2026-02-28,Sarpanch Sachiv Gram Panchayat Darri,Payment Success,150000,150000.0,0.0,2,250000.0,0.0,155153738.11,0.09667830232595095,2026-02,2,"{'Work ID': 'WS/MP429/2025-2026/205674', 'risk_score': 2.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 150000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.1, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2527, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4686}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4451}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3962}]}",2.2
58552,58553,Chhattisgarh,Construction of common work sheds/ common covered sitting area,WS/MP429/2025-2026/205673,Gaurela-Pendra-Marwahi(Collector GPM_IDA),Jyotsna Charandas Mahant,KORBA,2026-02-28,Sarpanch Sachiv Gram Panchayat Kothkharra,Payment Success,150000,150000.0,0.0,2,250000.0,0.0,155153738.11,0.09667830232595095,2026-02,2,"{'Work ID': 'WS/MP429/2025-2026/205673', 'risk_score': 2.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 150000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.1, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2527, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4686}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4451}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3962}]}",2.2
58805,58806,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2025-2026/252244,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-03-05,AANKLAVDI GRAM PANCHAYAT,Payment Success,199904,199904.0,0.0,2,379774.0,0.82,147000000.0,0.1359891156462585,2026-03,4,"{'Work ID': 'WS/MP579/2025-2026/252244', 'risk_score': 3.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 199904.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.82, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.2459, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4673}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4647}, {'feature': 'expenditure_amount', 'value': 199904.0, 'contribution_to_risk': -0.3295}]}",3.9
58806,58807,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2025-2026/252242,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-03-05,AANKLAVDI GRAM PANCHAYAT,Payment Success,179870,179870.0,0.0,2,379774.0,0.82,147000000.0,0.12236054421768706,2026-03,4,"{'Work ID': 'WS/MP579/2025-2026/252242', 'risk_score': 3.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 179870.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.82, 'budget_impact_pct': 0.12, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.2461, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4692}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4659}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.12236054421768706, 'contribution_to_risk': -0.3262}]}",3.9
58808,58809,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2025-2026/252243,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-03-06,AANKLAVDI GRAM PANCHAYAT,Payment Success,199991,199991.0,0.0,4,779740.0,0.0,147000000.0,0.1360482993197279,2026-03,4,"{'Work ID': 'WS/MP579/2025-2026/252243', 'risk_score': 2.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 199991.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.2527, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.468}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4051}, {'feature': 'vendor_payout_velocity', 'value': 4, 'contribution_to_risk': -0.3579}]}",2.2
58807,58808,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2025-2026/255700,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,2026-03-06,AANKLAVDI GRAM PANCHAYAT,Payment Success,199975,199975.0,0.0,4,779740.0,0.0,147000000.0,0.1360374149659864,2026-03,4,"{'Work ID': 'WS/MP579/2025-2026/255700', 'risk_score': 2.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 199975.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 4, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.14, 'ida_monthly_txns': 4}, 'raw_anomaly_score': 0.2527, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.468}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4051}, {'feature': 'vendor_payout_velocity', 'value': 4, 'contribution_to_risk': -0.3579}]}",2.2
58475,58476,Assam,Construction of boundary walls of existing public and community buildings,WS/MP538/2025-2026/226981,UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA),Dilip Saikia,Darrang-Udalguri,2026-03-07,MS A K ENTERPRISE,Payment Success,115706,115706.0,0.0,7,1300936.0,0.0,147000000.0,0.07871156462585034,2026-03,2,"{'Work ID': 'WS/MP538/2025-2026/226981', 'risk_score': 4.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 115706.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.08, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.243, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4607}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3964}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.07871156462585034, 'contribution_to_risk': -0.3661}]}",4.6
58490,58491,Assam,Construction of buildings for community cultural activities,WS/MP18029/2025-2026/182247,Biswanath(Deputy Commissioner Biswanath_IDA),RANJIT DUTTA,Sonitpur,2026-03-07,Rupan Nath,Payment Success,85501,85501.0,0.0,2,205701.0,0.0,147000000.0,0.05816394557823129,2026-03,1,"{'Work ID': 'WS/MP18029/2025-2026/182247', 'risk_score': 5.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 85501.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.06, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2406, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4555}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.4206}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3919}]}",5.2
58476,58477,Assam,Construction of boundary walls of existing public and community buildings,WS/MP538/2025-2026/223499,UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA),Dilip Saikia,Darrang-Udalguri,2026-03-07,MS A K ENTERPRISE,Payment Success,115706,115706.0,0.0,7,1300936.0,0.0,147000000.0,0.07871156462585034,2026-03,2,"{'Work ID': 'WS/MP538/2025-2026/223499', 'risk_score': 4.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 115706.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.08, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.243, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4607}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3964}, {'feature': 'amount_to_mp_budget_pct', 'value': 0.07871156462585034, 'contribution_to_risk': -0.3661}]}",4.6
58489,58490,West Bengal,Street lights,WS/MP423/2025-2026/202295,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Shri Abhishek Banerjee,DIAMOND HARBOUR,2026-03-11,E AND M UDYOG,Payment Success,309838,309838.0,0.05,1,309838.0,0.05,147000000.0,0.21077414965986396,2026-03,1,"{'Work ID': 'WS/MP423/2025-2026/202295', 'risk_score': 4.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 309838.0, 'threshold_proximity_pct': 0.05, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 0.05, 'budget_impact_pct': 0.21, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2447, 'top_contributing_features': [{'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.5034}, {'feature': 'threshold_proximity_pct', 'value': 0.05, 'contribution_to_risk': -0.4359}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.05, 'contribution_to_risk': -0.3646}]}",4.2
58472,58473,Karnataka,Construction of community centers and community halls,WS/MP618/2025-2026/181401,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,2026-03-11,Chairman Nirmithi Kendra Bagalkot,Payment Success,375000,375000.0,0.67,6,3375000.0,0.15,167541747.11,0.22382481170725327,2026-03,2,"{'Work ID': 'WS/MP618/2025-2026/181401', 'risk_score': 7.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 375000.0, 'threshold_proximity_pct': 0.67, 'vendor_30d_frequency': 6, 'cumulative_vendor_spend_vs_threshold_pct': 0.15, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2324, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.67, 'contribution_to_risk': -0.2896}, {'feature': 'vendor_payout_velocity', 'value': 6, 'contribution_to_risk': -0.2594}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.15, 'contribution_to_risk': -0.2488}]}",7.2
58471,58472,Karnataka,Construction of community centers and community halls,WS/MP618/2025-2026/228198,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,2026-03-11,Chairman Nirmithi Kendra Bagalkot,Payment Success,375000,375000.0,0.67,6,3375000.0,0.15,167541747.11,0.22382481170725327,2026-03,2,"{'Work ID': 'WS/MP618/2025-2026/228198', 'risk_score': 7.2, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 375000.0, 'threshold_proximity_pct': 0.67, 'vendor_30d_frequency': 6, 'cumulative_vendor_spend_vs_threshold_pct': 0.15, 'budget_impact_pct': 0.22, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2324, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.67, 'contribution_to_risk': -0.2896}, {'feature': 'vendor_payout_velocity', 'value': 6, 'contribution_to_risk': -0.2594}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.15, 'contribution_to_risk': -0.2488}]}",7.2
58778,58779,Punjab,Purchase of mobile water tankers,WS/MP18153/2025-2026/190227,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SHER SINGH GHUBAYA,FIROZPUR,2026-03-12,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,240303,240303.0,0.0,12,2877014.0,0.02,147000000.0,0.16347142857142857,2026-03,5,"{'Work ID': 'WS/MP18153/2025-2026/190227', 'risk_score': 3.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240303.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 12, 'cumulative_vendor_spend_vs_threshold_pct': 0.02, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.2458, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.472}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.02, 'contribution_to_risk': -0.3868}, {'feature': 'ida_monthly_txns', 'value': 5, 'contribution_to_risk': -0.3089}]}",3.9
58777,58778,Punjab,Purchase of mobile water tankers,WS/MP18153/2025-2026/190228,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SHER SINGH GHUBAYA,FIROZPUR,2026-03-12,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,240473,240473.0,0.0,12,2877014.0,0.02,147000000.0,0.16358707482993196,2026-03,5,"{'Work ID': 'WS/MP18153/2025-2026/190228', 'risk_score': 3.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240473.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 12, 'cumulative_vendor_spend_vs_threshold_pct': 0.02, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.246, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4734}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.02, 'contribution_to_risk': -0.3868}, {'feature': 'ida_monthly_txns', 'value': 5, 'contribution_to_risk': -0.3089}]}",3.9
58776,58777,Punjab,Purchase of mobile water tankers,WS/MP18153/2024-2025/183061,SRI MUKTSAR SAHIB(DEPUTY COMMISSIONER SRI MUKTSAR SAHIB_IDA),SHER SINGH GHUBAYA,FIROZPUR,2026-03-12,The Gill Sehkari Kirat te Ussari Sabha Ltd,Payment Success,240935,240935.0,0.0,12,2877014.0,0.02,147000000.0,0.16390136054421767,2026-03,5,"{'Work ID': 'WS/MP18153/2024-2025/183061', 'risk_score': 3.9, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 240935.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 12, 'cumulative_vendor_spend_vs_threshold_pct': 0.02, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 5}, 'raw_anomaly_score': 0.246, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4734}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.02, 'contribution_to_risk': -0.3868}, {'feature': 'ida_monthly_txns', 'value': 5, 'contribution_to_risk': -0.309}]}",3.9
58499,58500,Maharashtra,Construction of community centers and community halls,WS/MP687/2025-2026/243701,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),Sunil Dattatray Tatkare,RAIGAD,2026-03-16,Sunil Namdev Chavhan,Payment Success,1000000,1000000.0,0.0,2,2500000.0,0.0,147000000.0,0.6802721088435374,2026-03,1,"{'Work ID': 'WS/MP687/2025-2026/243701', 'risk_score': 23.1, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 1000000.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 2, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.68, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.1674, 'top_contributing_features': [{'feature': 'amount_to_mp_budget_pct', 'value': 0.6802721088435374, 'contribution_to_risk': 1.215}, {'feature': 'expenditure_amount', 'value': 1000000.0, 'contribution_to_risk': 1.1431}, {'feature': 'vendor_payout_velocity', 'value': 2, 'contribution_to_risk': -0.3971}]}",23.1
58962,58963,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP18166/2025-2026/230474,JALORE(DISTRICT COLLECTOR JALORE_IDA),LUMBARAM,JALORE,2026-03-16,JAI SHIV SHAKTI CONSTRUCTION COMPANY,Payment Success,228386,228386.0,0.0,3,799993.0,0.0,147000000.0,0.15536462585034014,2026-03,1,"{'Work ID': 'WS/MP18166/2025-2026/230474', 'risk_score': 4.7, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 228386.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 3, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.16, 'ida_monthly_txns': 1}, 'raw_anomaly_score': 0.2428, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.4629}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.3985}, {'feature': 'vendor_payout_velocity', 'value': 3, 'contribution_to_risk': -0.3841}]}",4.7
58949,58950,Kerala,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP18264/2024-2025/160479,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),ADV K FRANCIS GEORGE,KOTTAYAM,2026-03-16,K M Technologies,Payment Success,499335,499335.0,97.38,1,499335.0,97.38,188722256.11,0.2645872353862461,2026-03,1,"{'Work ID': 'WS/MP18264/2024-2025/160479', 'risk_score': 68.0, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': True, 'metrics': {'amount': 499335.0, 'threshold_proximity_pct': 97.38, 'vendor_30d_frequency': 1, 'cumulative_vendor_spend_vs_threshold_pct': 97.38, 'budget_impact_pct': 0.26, 'ida_monthly_txns': 1}, 'raw_anomaly_score': -0.0157, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 97.38, 'contribution_to_risk': 3.5352}, {'feature': 'threshold_proximity_pct', 'value': 97.38, 'contribution_to_risk': 3.1116}, {'feature': 'vendor_payout_velocity', 'value': 1, 'contribution_to_risk': -0.356}]}",68.0
58658,58659,Telangana,Construction of community centers and community halls,WS/MP761/2025-2026/224053,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2026-03-17,GUTHI SRINIVAS,Payment Success,300000,300000.0,0.03,3,900000.0,0.0,281396355.11,0.10661118900517658,2026-03,2,"{'Work ID': 'WS/MP761/2025-2026/224053', 'risk_score': 3.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 300000.0, 'threshold_proximity_pct': 0.03, 'vendor_30d_frequency': 3, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.11, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2473, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.03, 'contribution_to_risk': -0.4203}, {'feature': 'vendor_payout_velocity', 'value': 3, 'contribution_to_risk': -0.4031}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4005}]}",3.6
58660,58661,Telangana,Construction of community centers and community halls,WS/MP761/2025-2026/224052,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Arvind Dharmapuri,NIZAMABAD,2026-03-17,GUTHI SRINIVAS,Payment Success,300000,300000.0,0.03,3,900000.0,0.0,281396355.11,0.10661118900517658,2026-03,2,"{'Work ID': 'WS/MP761/2025-2026/224052', 'risk_score': 3.6, 'risk_level': 'LOW_RISK', 'is_anomaly': False, 'metrics': {'amount': 300000.0, 'threshold_proximity_pct': 0.03, 'vendor_30d_frequency': 3, 'cumulative_vendor_spend_vs_threshold_pct': 0.0, 'budget_impact_pct': 0.11, 'ida_monthly_txns': 2}, 'raw_anomaly_score': 0.2473, 'top_contributing_features': [{'feature': 'threshold_proximity_pct', 'value': 0.03, 'contribution_to_risk': -0.4203}, {'feature': 'vendor_payout_velocity', 'value': 3, 'contribution_to_risk': -0.4031}, {'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 0.0, 'contribution_to_risk': -0.4005}]}",3.6
58486,58487,Rajasthan,Construction of buildings for community cultural activities,WS/MP18162/2025-2026/191481,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,2026-03-23,GRAM PANCHAYAT MENDI,Payment Success,29120,29120.0,0.02,7,499179.0,96.77,147000000.0,0.01980952380952381,2026-03,7,"{'Work ID': 'WS/MP18162/2025-2026/191481', 'risk_score': 57.9, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 29120.0, 'threshold_proximity_pct': 0.02, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 96.77, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.0255, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 96.77, 'contribution_to_risk': 5.9371}, {'feature': 'threshold_proximity_pct', 'value': 0.02, 'contribution_to_risk': -0.2326}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.2006}]}",57.9
58485,58486,Rajasthan,Construction of buildings for community cultural activities,WS/MP18162/2025-2026/191481,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,2026-03-23,GRAM PANCHAYAT MENDI,Payment Success,20550,20550.0,0.0,7,499179.0,96.77,147000000.0,0.013979591836734695,2026-03,7,"{'Work ID': 'WS/MP18162/2025-2026/191481', 'risk_score': 58.0, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 20550.0, 'threshold_proximity_pct': 0.0, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 96.77, 'budget_impact_pct': 0.01, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.0252, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 96.77, 'contribution_to_risk': 5.8873}, {'feature': 'threshold_proximity_pct', 'value': 0.0, 'contribution_to_risk': -0.2734}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.2005}]}",58.0
58484,58485,Rajasthan,Construction of buildings for community cultural activities,WS/MP18162/2025-2026/191481,BUNDI(DISTRICT COLLECTOR BUNDI_IDA),DAMODAR AGARWAL,BHILWARA,2026-03-23,GRAM PANCHAYAT MENDI,Payment Success,26139,26139.0,0.01,7,499179.0,96.77,147000000.0,0.017781632653061225,2026-03,7,"{'Work ID': 'WS/MP18162/2025-2026/191481', 'risk_score': 58.0, 'risk_level': 'MEDIUM_RISK', 'is_anomaly': False, 'metrics': {'amount': 26139.0, 'threshold_proximity_pct': 0.01, 'vendor_30d_frequency': 7, 'cumulative_vendor_spend_vs_threshold_pct': 96.77, 'budget_impact_pct': 0.02, 'ida_monthly_txns': 7}, 'raw_anomaly_score': 0.0251, 'top_contributing_features': [{'feature': 'cumulative_vendor_spend_vs_threshold_pct', 'value': 96.77, 'contribution_to_risk': 5.9228}, {'feature': 'threshold_proximity_pct', 'value': 0.01, 'contribution_to_risk': -0.2376}, {'feature': 'ida_monthly_txns', 'value': 7, 'contribution_to_risk': -0.1994}]}",58.0
