"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Constituency","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"32488","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP787/2025-2026/190284","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","Devendra Alias Bhole Singh","AKBARPUR","12-Dec-2025","Divya Enterprises","Payment Success","584545"
"32489","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP787/2025-2026/190286","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","Devendra Alias Bhole Singh","AKBARPUR","24-Jul-2025","Divya Enterprises","Payment Success","922932"
"32490","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP787/2025-2026/190272","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","Devendra Alias Bhole Singh","AKBARPUR","18-Oct-2025","Divya Enterprises","Payment Success","734793"
"32491","Rajasthan","Construction of culverts and bridges","WS/MP18172/2024-2025/149108","DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","14-Sep-2025","SHUBHAM CONSTRUCTION VAMASA","Payment Success","769113"
"32492","Rajasthan","Construction of culverts and bridges","WS/MP18172/2024-2025/149108","DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","21-Aug-2025","SHUBHAM CONSTRUCTION VAMASA","Payment Success","284699"
"32493","Rajasthan","Construction of culverts and bridges","WS/MP18172/2024-2025/149108","DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","21-Aug-2025","SHUBHAM CONSTRUCTION VAMASA","Payment Success","410186"
"32494","Rajasthan","Construction of culverts and bridges","WS/MP18172/2024-2025/149108","DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA)","MANNA LAL RAWAT","UDAIPUR(ST)","21-Aug-2025","SHUBHAM CONSTRUCTION VAMASA","Payment Success","28920"
"32495","Karnataka","Construction of community centers and community halls","WS/MP618/2024-2025/156404","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar","BAGALKOT","24-Jul-2025","SANKETGOUDA BASANAGOUDA PATIL","Payment Success","375000"
"32496","Karnataka","Construction of community centers and community halls","WS/MP618/2024-2025/156404","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Parvatagouda Chandanagouda Gaddigoudar","BAGALKOT","06-Sep-2025","SANKETGOUDA BASANAGOUDA PATIL","Payment Success","123845"
"32497","Andhra Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP524/2024-2025/168899","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Midhun Reddy","RAJAMPET","31-Jul-2025","RAVI KUMAR REDDY BADEPALLI","Payment Success","499227"
"32498","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP18209/2025-2026/159127","BIJNOR(DISTRICT MAGISTRATE BIJNOR_IDA)","CHANDAN CHAUHAN","BIJNOR","07-Nov-2025","EEEDD 2 CHANDPUR","Payment Success","135300"
"32499","Tamil Nadu","Providing sports equipment, except consumable items","WS/MP18186/2025-2026/180030","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil","TIRUVALLUR(SC)","24-Jul-2025","THE PANILION","Payment Success","45000"
"32500","Tamil Nadu","Lighting of public spaces","WS/MP18186/2025-2026/173215","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil","TIRUVALLUR(SC)","16-Oct-2025","Sri dvaarakha tech","Payment Success","416996"
"32501","Tamil Nadu","Lighting of public spaces","WS/MP18186/2025-2026/212313","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil","TIRUVALLUR(SC)","24-Feb-2026","Sri dvaarakha tech","Payment Success","423906"
"32502","Tamil Nadu","Lighting of public spaces","WS/MP18186/2025-2026/173216","THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA)","Sasikanth Senthil","TIRUVALLUR(SC)","08-Aug-2025","Sri dvaarakha tech","Payment Success","421310"
"32503","Rajasthan","Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","WS/MP18170/2025-2026/186081","SIKAR(DISTRICT COLLECTOR SIKAR_IDA)","AMRARAM","SIKAR","19-Aug-2025","Hind Motors Sikar","Payment Success","612000"
"32504","West Bengal","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18277/2024-2025/161441","PURBA BARDHAMAN(DISTRICT MAGISTRATE PURBA BARDHAMAN_IDA)","AZAD KIRTI JHA","BARDHAMAN-DURGAPUR","13-Jan-2026","Unicem Engineers","Payment Success","4175251"
"32505","Tamil Nadu","Lighting of public spaces","WS/MP393/2025-2026/168557","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri Karti P Chidambaram","SIVAGANGA","26-Jul-2025","Ganesan P","Payment Success","400000"
"32506","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/209007","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","14-Oct-2025","GP Bagri","Payment Success","200000"
"32507","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/209007","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","19-Jan-2026","GP Bagri","Payment Success","100000"
"32508","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP598/2025-2026/199472","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","02-Dec-2025","GP Bharara","Payment Success","150000"
"32509","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP598/2025-2026/240451","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","28-Mar-2026","GP Deorighat","Payment Success","90000"
"32510","Himachal Pradesh","Development of playfields and sports grounds","WS/MP598/2025-2026/240450","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","28-Mar-2026","GP Deorighat","Payment Success","80000"
"32511","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP598/2025-2026/199456","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","22-Sep-2025","GP DharKandru","Payment Success","100000"
"32512","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/199455","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","30-Jan-2026","GP Dharmpur","Payment Success","50000"
"32513","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2025-2026/199455","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","05-Sep-2025","GP Dharmpur","Payment Success","150000"
"32514","Himachal Pradesh","Development of playfields and sports grounds","WS/MP598/2025-2026/211311","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","19-Mar-2026","GP Ghorna","Payment Success","75000"
"32515","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220783","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","09-Feb-2026","Bachan Singh","Payment Success","3705"
"32516","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220785","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","09-Feb-2026","Nenu Devi","Payment Success","1995"
"32517","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220785","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","09-Feb-2026","Kala Ram","Payment Success","13104"
"32518","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220783","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","09-Feb-2026","Kala Ram","Payment Success","13104"
"32519","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220783","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","16-Nov-2025","LATA","Payment Success","3705"
"32520","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220785","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","09-Feb-2026","Durga Kumari","Payment Success","3705"
"32521","Rajasthan","Construction of community centers and community halls","WS/MP18313/2024-2025/145992","DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA)","RAJ KUMAR ROAT","BANSWARA(ST)","01-Sep-2025","SHREE RAMDEV CONSTRUCION","Payment Success","266165"
"32522","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220785","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","16-Nov-2025","NARESH KUMAR","Payment Success","3705"
"32523","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220783","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","16-Nov-2025","NARESH KUMAR","Payment Success","3705"
"32524","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220783","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","16-Nov-2025","PARAS MAL MEENA","Payment Success","12096"
"32525","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220785","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","16-Nov-2025","PARAS MAL MEENA","Payment Success","12096"
"32526","Himachal Pradesh","Street lights","WS/MP598/2025-2026/248597","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","23-Dec-2025","GP Mahog","Payment Success","450000"
"32527","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220785","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","16-Nov-2025","BANSHI LAL","Payment Success","3705"
"32528","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220783","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","16-Nov-2025","BANSHI LAL","Payment Success","3705"
"32529","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP598/2025-2026/199473","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","21-Apr-2026","GP Sandhu","Payment Success","100000"
"32530","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220785","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","09-Feb-2026","Manju Devi","Payment Success","3705"
"32531","Rajasthan","Construction of footpaths and pedestrian ways","WS/MP18166/2025-2026/220783","JALORE(DISTRICT COLLECTOR JALORE_IDA)","LUMBARAM","JALORE","09-Feb-2026","Manju Devi","Payment Success","2565"
"32532","Himachal Pradesh","Construction of community centers and community halls","WS/MP598/2024-2025/145388","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","08-Jan-2026","GP ShadiMatiyana","Payment Success","150000"
"32533","Himachal Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP598/2025-2026/198762","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Suresh Kumar Kashyap","SHIMLA (SC)","03-Nov-2025","GP Dhartrupunu","Payment Success","150000"
"32534","Rajasthan","Installing tube-wells and borewells","WS/MP386/2025-2026/242646","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","19-May-2026","GP JHADISARA","Payment Success","100000"
"32535","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP386/2025-2026/265255","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","19-May-2026","GP JHADISARA","Payment Success","180000"
"32536","Rajasthan","Construction of rooms and halls in school and colleges","WS/MP386/2025-2026/265255","NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA)","Shri Hanuman Beniwal","NAGAUR","05-Mar-2026","GP JHADISARA","Payment Success","420000"
"32537","Uttar Pradesh","Improvement of electricity distribution infrastructure","WS/MP18224/2025-2026/198401","KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA)","RAMESH AWASTHI","KANPUR","02-Aug-2025","Kanpur Electricity Supply Company Limited","Payment Success","453120"
"32538","Meghalaya","Construction of boundary walls of existing public and community buildings","WS/MP18309/2025-2026/196309","EAST GARO HILLS(DEPUTY COMMISSIONER EAST GARO HILLS WILLIAMNAGAR_IDA)","SALENG A SANGMA","TURA","30-Jul-2025","Curlesha Koksi Sangma","Payment Success","500000"
"32539","Meghalaya","Construction of boundary walls of existing public and community buildings","WS/MP18309/2025-2026/196309","EAST GARO HILLS(DEPUTY COMMISSIONER EAST GARO HILLS WILLIAMNAGAR_IDA)","SALENG A SANGMA","TURA","13-Aug-2025","Curlesha Koksi Sangma","Payment Success","500000"
"32540","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18055/2025-2026/176601","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV","PANCHMAHAL","23-Sep-2025","PINGALI GRAM PANCHAYAT","Payment Success","200000"
"32541","Gujarat","Setting up of kitchen and pantries","WS/MP18055/2025-2026/176603","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV","PANCHMAHAL","06-Nov-2025","GRAM PANCHAYAT SANSOLI","Payment Success","200000"
"32542","Gujarat","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18055/2025-2026/176611","PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA)","RAJPALSINH MAHENDRASINH JADAV","PANCHMAHAL","06-Nov-2025","SARPANCH KATOL GRAM PANCHAYAT","Payment Success","200000"
"32543","Madhya Pradesh","Construction of buildings for community cultural activities","WS/MP18100/2024-2025/167271","CHHINDWARA(DISTRICT COLLECTOR CHHINDWARA_IDA)","BUNTY VIVEK SAHU","CHHINDWARA","25-Jul-2025","RAKESH","Payment Success","99790"
"32544","Assam","Construction of community centers and community halls","WS/MP18021/2025-2026/161129","BONGAIGAON(Deputy Commissioner Bongaigaon_IDA)","RAKIBUL HUSSAIN","DHUBRI","19-Sep-2025","CONST OF COMMUNITY HALL NEAR TAPATTARY HIGH SCHOOL","Payment Success","300000"
"32545","Assam","Construction of community centers and community halls","WS/MP410/2025-2026/162636","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","31-Jul-2025","RAJU DOLEY","Payment Success","187877"
"32546","Assam","Construction of rooms and halls in school and colleges","WS/MP410/2025-2026/162634","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","31-Jul-2025","RAJU DOLEY","Payment Success","185900"
"32547","Assam","Construction of community centers and community halls","WS/MP410/2025-2026/162636","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","05-Dec-2025","RAJU DOLEY","Payment Success","67245"
"32548","Assam","Construction of rooms and halls in school and colleges","WS/MP410/2025-2026/162634","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","05-Dec-2025","RAJU DOLEY","Payment Success","73907"
"32549","Assam","Construction of community centers and community halls","WS/MP410/2025-2026/162636","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","27-Aug-2025","RAJU DOLEY","Payment Success","76613"
"32550","Assam","Construction of rooms and halls in school and colleges","WS/MP410/2025-2026/162634","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","27-Aug-2025","RAJU DOLEY","Payment Success","73282"
"32551","Assam","Construction of rooms and halls in school and colleges","WS/MP410/2025-2026/162634","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","16-Oct-2025","RAJU DOLEY","Payment Success","161356"
"32552","Assam","Construction of community centers and community halls","WS/MP410/2025-2026/162636","DHEMAJI(DEPUTY COMMISSIONER DHEMAJI_IDA)","Pradan Baruah","LAKHIMPUR","16-Oct-2025","RAJU DOLEY","Payment Success","163148"
"32553","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18237/2024-2025/179745","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","IMRAN MASOOD","SAHARANPUR","05-Feb-2026","AHTESHAM CONTRACTOR","Payment Success","925060"
"32554","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18237/2024-2025/179716","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","IMRAN MASOOD","SAHARANPUR","05-Feb-2026","AHTESHAM CONTRACTOR","Payment Success","292149"
"32555","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18237/2025-2026/183480","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","IMRAN MASOOD","SAHARANPUR","08-Mar-2026","AHTESHAM CONTRACTOR","Payment Success","1090873"
"32556","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18237/2024-2025/179749","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","IMRAN MASOOD","SAHARANPUR","31-Aug-2025","AHTESHAM CONTRACTOR","Payment Success","888211"
"32557","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18237/2024-2025/179772","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","IMRAN MASOOD","SAHARANPUR","31-Aug-2025","AHTESHAM CONTRACTOR","Payment Success","865346"
"32558","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18237/2024-2025/179744","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","IMRAN MASOOD","SAHARANPUR","31-Aug-2025","AHTESHAM CONTRACTOR","Payment Success","573422"
"32559","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18237/2024-2025/179725","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","IMRAN MASOOD","SAHARANPUR","31-Aug-2025","AHTESHAM CONTRACTOR","Payment Success","1440420"
"32560","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18237/2024-2025/179799","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","IMRAN MASOOD","SAHARANPUR","31-Aug-2025","AHTESHAM CONTRACTOR","Payment Success","1144491"
